image_link,date,description,note,equipment_type,cntry_army,flag,system,status,total_equipment_type_oryx,total_system_oryx,total_destroyed_oryx,total_abandoned_oryx,total_captured_oryx,total_damaged_oryx,timestamp
https://i.postimg.cc/qBtRsq1b/17.png,2022-03-24,24/3/2022,pogrammatic fix,Infantry Mobility Vehicles,Russia,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/23px-Flag_of_Italy.svg.png,Iveco LMV 'Rys',destroyed,21,101,62,5,32,2,2022-04-29T21:08:14Z
https://i.postimg.cc/j2120wR5/g7.png,2022-03-24,24/3/2022,pogrammatic fix,Self-Propelled Artillery,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,152mm 2S3 Akatsiya,destroyed,29,102,43,15,41,2,2022-04-29T21:08:14Z
https://i.postimg.cc/K8pQghtB/790.png,2022-03-24,24/3/2022,pogrammatic fix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://i.postimg.cc/rmdB2PLQ/489.png,2022-02-24,24/02/2022 SHOT ON REDMI 9 AI QUAD CAMERA,pogrammatic fix,Aircraft,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,An-26 transport aircraft,destroyed,2,20,19,NA,NA,1,2022-04-29T21:08:14Z
https://i.postimg.cc/vTY7Wmd4/Screenshot-8038.png,2022-02-24,"24/02/2022 PHO > 5,418 views 0:19 / 0:24 1 O",pogrammatic fix,Infantry Fighting Vehicles,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BMP-1(P),abandoned,45,105,52,9,41,3,2022-04-29T21:08:14Z
https://i.postimg.cc/gj9TG17c/Screenshot-8228.png,2022-02-24,"24/02/2022 Kherson, Ukraine",pogrammatic fix,Towed Artillery,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,152mm 2A65 Msta-B howitzer,abandoned,3,26,8,3,12,3,2022-04-29T21:08:14Z
https://i.postimg.cc/gj9TG17c/Screenshot-8228.png,2022-02-24,"24/02/2022 Kherson, Ukraine",pogrammatic fix,"Trucks, Vehicles and Jeeps",Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,GAZ-66,abandoned,46,0,NA,NA,NA,NA,2022-04-29T21:08:14Z
https://i.postimg.cc/gj9TG17c/Screenshot-8228.png,2022-02-24,"24/02/2022 Kherson, Ukraine",pogrammatic fix,"Trucks, Vehicles and Jeeps",Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png,Unknown truck,destroyed,39,0,NA,NA,NA,NA,2022-04-29T21:08:14Z
https://i.postimg.cc/P5M1XV5z/58.png,2022-02-24,24/02/2022 JAXHCTHMO MARGYTHE YKPAIHA HATO-EBPONA,pogrammatic fix,Armoured Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,MT-LBVM and MT-LBVMK,captured,62,322,152,36,133,1,2022-04-29T21:08:14Z
https://i.postimg.cc/L6pqJk7y/58.png,2022-02-24,24/02/2022 JAXHCTHMO MARGYTHE YKPAIHA HATO-EBPONA,pogrammatic fix,Infantry Mobility Vehicles,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png,Kozak-2,destroyed,19,82,26,1,54,1,2022-04-29T21:08:14Z
https://i.postimg.cc/9FS2wLRZ/Screenshot-8016.png,2022-02-24,24/02/2022 602 views 0:06 / 0:23 O,pogrammatic fix,Armoured Personnel Carriers,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BTR-70,captured,15,57,14,3,39,1,2022-04-29T21:08:14Z
https://i.postimg.cc/xdbysNZ7/5548.png,2022-02-24,24/02/2022 59 views 0:12 / 0:14 4) O,pogrammatic fix,Engineering Vehicles And Equipment,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,IMR-2 combat engineering vehicle,destroyed,8,124,38,15,66,NA,2022-04-29T21:08:14Z
https://i.postimg.cc/8cZRwV1t/Screenshot-8037.png,2022-02-24,"24/02/2022 5,418 views 0:16 / 0:24 1 O",pogrammatic fix,Infantry Fighting Vehicles,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BMP-1(P),abandoned,45,105,52,9,41,3,2022-04-29T21:08:14Z
https://i.postimg.cc/ZYHxJ6rp/Screenshot-8036.png,2022-02-24,"24/02/2022 5,418 views 0:12 / 0:24 d O",pogrammatic fix,Armoured Fighting Vehicles,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,MT-LBu,abandoned,5,86,33,4,50,NA,2022-04-29T21:08:14Z
https://i.postimg.cc/nzYYjDN8/Screenshot-8035.png,2022-02-24,"24/02/2022 5,418 views 0:09 / 0:24 1a O",pogrammatic fix,Infantry Fighting Vehicles,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BMP-1(P),abandoned,45,105,52,9,41,3,2022-04-29T21:08:14Z
https://i.postimg.cc/0QPGdgX4/6658.png,2022-02-24,24/02/2022 40.9K views,pogrammatic fix,Armoured Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,MT-LBVM and MT-LBVMK,destroyed,62,322,152,36,133,1,2022-04-29T21:08:14Z
https://i.postimg.cc/bYFbd2PW/6658.png,2022-02-24,24/02/2022 40.9K views,pogrammatic fix,Infantry Fighting Vehicles,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png,BTR-4,destroyed,34,105,52,9,41,3,2022-04-29T21:08:14Z
https://i.postimg.cc/R0ppMFNQ/448.png,2022-02-24,24/02/2022 36074 BKC POCCLN,pogrammatic fix,Aircraft,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,An-26 transport aircraft,destroyed,1,26,25,NA,NA,1,2022-04-29T21:08:14Z
https://i.postimg.cc/tCP3NpHR/c1.png,2022-02-24,24/02/2022 24 февраля 2022г. пригород Харькова- > 55 views 1:14 / 1:31 4) O,pogrammatic fix,Infantry Fighting Vehicles,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png,BTR-4,captured,34,105,52,9,41,3,2022-04-29T21:08:14Z
https://i.postimg.cc/htB9C6SL/c2.png,2022-02-24,24/02/2022 24 февраля 2022г. пригеред Харькөва- > 55 views 1:20 / 1:31 4 Ф,pogrammatic fix,Infantry Fighting Vehicles,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png,BTR-4,captured,34,105,52,9,41,3,2022-04-29T21:08:14Z
https://i.postimg.cc/50rg9crH/4488.png,2022-02-24,24/02/2022 17.8K views 0:17 / 0:18 4) O,pogrammatic fix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://i.postimg.cc/W1VpzFcv/5578.png,2022-02-24,24/02/2022 158.6K views 0:06 / 0:14 4) O,pogrammatic fix,Infantry Mobility Vehicles,Russia,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,GAZ Tigr-M,destroyed,74,101,62,5,32,2,2022-04-29T21:08:14Z
https://i.postimg.cc/W42RL0Ld/5554.png,2022-02-24,24/02/2022 158.6K views 0:03 / 0:14 1 O,pogrammatic fix,Infantry Fighting Vehicles,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png,BTR-4,destroyed,34,105,52,9,41,3,2022-04-29T21:08:14Z
https://i.postimg.cc/XYyYKfsy/Screenshot-8236.png,2022-02-24,24/02/2022 12.3K views 0:17 / 0:25 4) O0,pogrammatic fix,Infantry Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BMP-2,abandoned,213,622,365,44,207,6,2022-04-29T21:08:14Z
https://i.postimg.cc/XYyYKfsy/Screenshot-8236.png,2022-02-24,24/02/2022 12.3K views 0:17 / 0:25 4) O0,pogrammatic fix,Infantry Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BMP-2,abandoned,213,622,365,44,207,6,2022-04-29T21:08:14Z
https://i.postimg.cc/BQzv1YB0/Screenshot-8238.png,2022-02-24,24/02/2022 12.3K views 0:16 / 0:25 4) O,pogrammatic fix,Infantry Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BMP-2,abandoned,213,622,365,44,207,6,2022-04-29T21:08:14Z
https://i.postimg.cc/26qYmmgL/668.png,2022-02-24,24/02/2022 12.3K views 0:12 / 0:25 1 O,pogrammatic fix,Infantry Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BMP-2,destroyed,213,622,365,44,207,6,2022-04-29T21:08:14Z
https://i.postimg.cc/5tS4wn32/578.png,2022-02-24,24/02/2022 0160 0156 AH 21,pogrammatic fix,Surface-To-Air Missile Systems,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,9A331M TLAR (for 9K332 Tor-M2),destroyed,2,54,26,7,20,1,2022-04-29T21:08:14Z
https://i.postimg.cc/mgntjg7P/763.png,2022-02-24,24/02/2022 0:02 / 0:25 1a 6,pogrammatic fix,Tanks,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,T-64BV,destroyed,110,144,62,8,73,1,2022-04-29T21:08:14Z
https://i.postimg.cc/x1nDQ4cP/Screenshot-8055.png,2022-02-24,24/02/2022 > 874 views 0:26 / 0:29 4) O,pogrammatic fix,Self-Propelled Artillery,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,122mm 2S1 Gvozdika,captured,15,27,10,1,12,4,2022-04-29T21:08:14Z
https://i.postimg.cc/RCWcTD3F/579.png,2022-02-24,24/02/2022 > 491 views 0:00 / 0:04 4) O,pogrammatic fix,Armoured Personnel Carriers,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BTR-70,abandoned,15,57,14,3,39,1,2022-04-29T21:08:14Z
https://i.postimg.cc/hjqg1p15/680.png,2022-02-24,24/02/2022,pogrammatic fix,Armoured Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,MT-LBVM and MT-LBVMK,captured,62,322,152,36,133,1,2022-04-29T21:08:14Z
https://i.postimg.cc/FKPZs7Ws/874.png,2022-02-24,24/02/2022,pogrammatic fix,Armoured Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,9P149 Shturm-S ATGM carrier,destroyed,10,322,152,36,133,1,2022-04-29T21:08:14Z
https://i.postimg.cc/T1HJcX0f/776.png,2022-02-24,24/02/2022,pogrammatic fix,Infantry Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BMP-2,captured,213,622,365,44,207,6,2022-04-29T21:08:14Z
https://i.postimg.cc/TwZXLdT1/d67.png,2022-02-24,24/02/2022,pogrammatic fix,Infantry Fighting Vehicles,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BMP-1(P),destroyed,45,105,52,9,41,3,2022-04-29T21:08:14Z
https://i.postimg.cc/rpWmrPLb/57.png,2022-02-24,24/02/2022,pogrammatic fix,Radars And Communications Equipment,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,P-14 'Tall King',damaged,1,18,9,1,5,3,2022-04-29T21:08:14Z
https://i.postimg.cc/WpShQwBk/5547.png,2022-02-24,24/02/2022,pogrammatic fix,Radars And Communications Equipment,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,P-35/37 'Bar Lock',destroyed,1,18,9,1,5,3,2022-04-29T21:08:14Z
https://i.postimg.cc/pXwx79Lj/557.png,2022-02-24,24/02/2022,pogrammatic fix,Radars And Communications Equipment,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,PRV-13 'Odd Pair',destroyed,1,18,9,1,5,3,2022-04-29T21:08:14Z
https://i.postimg.cc/SRjk0C96/6659.png,2022-02-24,24/02/2022,pogrammatic fix,Radars And Communications Equipment,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,1L22 'Parol',destroyed,2,18,9,1,5,3,2022-04-29T21:08:14Z
https://i.postimg.cc/XYtgd1XH/g68.png,2022-02-24,24/02/2022,pogrammatic fix,Aircraft,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,MiG-29 fighter aircraft,destroyed,5,20,19,NA,NA,1,2022-04-29T21:08:14Z
https://i.postimg.cc/XYtMphyC/5h.png,2022-02-24,24/02/2022,pogrammatic fix,Aircraft,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,Su-27 fighter aircraft,destroyed,3,20,19,NA,NA,1,2022-04-29T21:08:14Z
https://i.postimg.cc/ZRs4Ng7g/8873.jpg,2022-03-24,24.03.2022,pogrammatic fix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://i.postimg.cc/GhrFyfCw/4fhj.png,2022-02-24,24.02.22 24.02.22 d TikTok d TikTok 00:14/00:43 @_bez.daty_ 00:12/00:43 @_bez.daty_,pogrammatic fix,Self-Propelled Artillery,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,122mm 2S1 Gvozdika,destroyed,15,27,10,1,12,4,2022-04-29T21:08:14Z
https://i.postimg.cc/QtK4pQ5X/m5.png,2022-03-23,23/3/2022 Под,pogrammatic fix,Infantry Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BMP-2,destroyed,213,622,365,44,207,6,2022-04-29T21:08:14Z
https://i.postimg.cc/85dBMQdH/3319.png,2022-03-23,23/3/2022 www.,pogrammatic fix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://i.postimg.cc/RFLPtGJk/d2.png,2022-03-23,23/3/2022 BORE INV RANGE V SEE INV BORE INV RANGE V SEE INV DISARM .SE DISARM NEWPOT NEWPOI O/027 d 100.4K v 023/0ar d,pogrammatic fix,Armoured Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,Unknown AFV,destroyed,54,322,152,36,133,1,2022-04-29T21:08:14Z
https://i.postimg.cc/jdd1HVXZ/d1.png,2022-03-23,23/3/2022 BORE INV RANGE V SEE INV BORE INV RANGE V SEE INV DISARM .SE DISARM NEWPOI NEWPOI O4 /027 d 100.4K v 0:16/0ar di,pogrammatic fix,Armoured Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,Unknown AFV,destroyed,54,322,152,36,133,1,2022-04-29T21:08:14Z
https://i.postimg.cc/63jq82dV/467.png,2022-03-23,23/3/2022,pogrammatic fix,Tanks,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,T-72B,destroyed,105,587,306,49,217,15,2022-04-29T21:08:14Z
https://i.postimg.cc/6qwpRtyc/38.png,2022-03-23,23/3/2022,pogrammatic fix,Tanks,Russia,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,T-72B3,captured,93,587,306,49,217,15,2022-04-29T21:08:14Z
https://i.postimg.cc/j5dqRyjh/331.png,2022-03-23,23/3/2022,pogrammatic fix,Infantry Mobility Vehicles,Russia,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,GAZ Tigr-M,destroyed,74,101,62,5,32,2,2022-04-29T21:08:14Z
https://i.postimg.cc/W1NsGMGc/480.png,2022-03-23,23/3/2022,pogrammatic fix,Anti-Aircraft Guns,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,23mm ZU-23,captured,2,2,NA,NA,2,NA,2022-04-29T21:08:14Z
https://i.postimg.cc/qBFDZJ2Z/58.png,2022-03-23,23/3/2022,pogrammatic fix,Tanks,Russia,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,T-72B3 Obr. 2016,destroyed,93,587,306,49,217,15,2022-04-29T21:08:14Z
https://i.postimg.cc/XqDZK50g/431t.png,2022-03-23,23/3/2022,pogrammatic fix,Armoured Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,MT-LBVM and MT-LBVMK,captured,62,322,152,36,133,1,2022-04-29T21:08:14Z
https://i.postimg.cc/XqDZK50g/431t.png,2022-03-23,23/3/2022,pogrammatic fix,Armoured Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,MT-LBu,destroyed,16,322,152,36,133,1,2022-04-29T21:08:14Z
https://i.postimg.cc/PryRdWDN/4g.png,2022-03-23,23/3/2022,pogrammatic fix,Armoured Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,MT-LBu,destroyed,16,322,152,36,133,1,2022-04-29T21:08:14Z
https://i.postimg.cc/rw28WzL2/4j.png,2022-03-23,23/3/2022,pogrammatic fix,Armoured Personnel Carriers,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BTR-80,captured,52,103,35,14,52,2,2022-04-29T21:08:14Z
https://i.postimg.cc/vBFf6Knh/629.png,2022-03-23,23/3/2022,pogrammatic fix,Self-Propelled Artillery,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,152mm 2S19 Msta-S,destroyed,49,102,43,15,41,2,2022-04-29T21:08:14Z
https://i.postimg.cc/J0jdMrPN/900.jpg,2022-03-23,23/03/2022,pogrammatic fix,Towed Artillery,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png,Unknown towed artillery,damaged,9,26,8,3,12,3,2022-04-29T21:08:14Z
https://i.postimg.cc/J0jdMrPN/900.jpg,2022-03-23,23/03/2022,pogrammatic fix,Towed Artillery,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png,Unknown towed artillery,damaged,9,26,8,3,12,3,2022-04-29T21:08:14Z
https://i.postimg.cc/J0jdMrPN/900.jpg,2022-03-23,23/03/2022,pogrammatic fix,"Trucks, Vehicles and Jeeps",Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png,Unknown truck,destroyed,39,0,NA,NA,NA,NA,2022-04-29T21:08:14Z
https://i.postimg.cc/J0jdMrPN/900.jpg,2022-03-23,23/03/2022,pogrammatic fix,"Trucks, Vehicles and Jeeps",Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png,Unknown truck,damaged,39,0,NA,NA,NA,NA,2022-04-29T21:08:14Z
https://i.postimg.cc/ZnxvZwsq/377.png,2022-03-23,23.03.2022 10/3/2022 10.03.2022 AP ASSOCIASED PRÈSS,pogrammatic fix,Infantry Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,BTR-82A,destroyed,139,622,365,44,207,6,2022-04-29T21:08:14Z
https://i.postimg.cc/zvbmmfzD/888.png,2022-03-23,23.03.2022 01/3/2022,pogrammatic fix,Multiple Rocket Launchers,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,122mm BM-21 'Grad',destroyed,42,62,29,5,28,NA,2022-04-29T21:08:14Z
https://i.postimg.cc/PxGCwgBx/h0.jpg,2022-03-23,23.03.2022,pogrammatic fix,Tanks,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,T-72B,destroyed,105,587,306,49,217,15,2022-04-29T21:08:14Z
https://i.postimg.cc/wB2hgbSG/5541.jpg,2022-03-23,23.03.2022,pogrammatic fix,Infantry Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,BMP-3,destroyed,75,622,365,44,207,6,2022-04-29T21:08:14Z
https://i.postimg.cc/0j4pj428/6665.jpg,2022-03-23,23.03.2022,pogrammatic fix,Infantry Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,BMP-3,captured,75,622,365,44,207,6,2022-04-29T21:08:14Z
https://i.postimg.cc/7ZPVbWz0/89.jpg,2022-03-23,23.03.2022,pogrammatic fix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://i.postimg.cc/GtTzQ8KR/4477.jpg,2022-03-23,23.03.2022,pogrammatic fix,Infantry Mobility Vehicles,Russia,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,GAZ Tigr-M,destroyed,74,101,62,5,32,2,2022-04-29T21:08:14Z
https://i.postimg.cc/nLpYNwFC/6612.jpg,2022-03-23,23.03.2022,pogrammatic fix,Engineering Vehicles And Equipment,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,BREM-1 armoured recovery vehicle,captured,8,124,38,15,66,NA,2022-04-29T21:08:14Z
https://i.postimg.cc/85Vs1vt5/v6.jpg,2022-02-27,2208 27/2/2022,pogrammatic fix,Tanks,Russia,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,T-90A,captured,18,587,306,49,217,15,2022-04-29T21:08:14Z
https://i.postimg.cc/HLjXBgBt/4431.png,2022-03-22,22/3/2022 КА Україна перативно,pogrammatic fix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://i.postimg.cc/76946Frp/441.png,2022-03-22,22/3/2022 Актиия,pogrammatic fix,Command Posts And Communications Stations,Russia,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,R-149MA1 command and staff vehicle,destroyed,25,67,32,8,27,NA,2022-04-29T21:08:14Z
https://i.postimg.cc/zfR1wLP0/3d.png,2022-03-22,22/3/2022 DEF,pogrammatic fix,Armoured Fighting Vehicles,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,MT-LB,captured,95,322,152,36,133,1,2022-04-29T21:08:14Z
https://i.postimg.cc/mr6tkF1j/478.png,2022-03-22,22/3/2022 522,pogrammatic fix,Self-Propelled Artillery,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,152mm 2S3 Akatsiya,captured,29,102,43,15,41,2,2022-04-29T21:08:14Z
https://i.postimg.cc/wMVfmqq2/499.png,2022-03-22,22/3/2022,pogrammatic fix,Tanks,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_the_Soviet_Union.svg/23px-Flag_of_the_Soviet_Union.svg.png,T-72A,captured,14,587,306,49,217,15,2022-04-29T21:08:14Z
https://i.postimg.cc/nVW5kF23/t2.png,2022-03-22,22/3/2022,pogrammatic fix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://i.postimg.cc/J0S24x0f/t1.png,2022-03-22,22/3/2022,pogrammatic fix,Tanks,Russia,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,T-72B3,destroyed,93,587,306,49,217,15,2022-04-29T21:08:14Z
